제품번호,물품대분류,상품명,물품판매량,제품단가
P100289,FMC,“스페인하숙에 나온 바로 그 행주” 스카트 항균 클리어 핑크 행주타올 45매 x 2롤,23,12661
P100290,FMC,“스페인하숙에 나온 바로 그 행주” 스카트 항균 프레쉬블루 행주타올 45매 X 4롤,161,13491
P100291,FMC,메이브리즈 KF80 황사마스크 대형 20P (EA),1,10440
P100292,FMC,스카트 10주년기념 빨아쓰는 행주타월 63매 X 2롤,168,8381
P100293,FMC,스카트 10주년기념 행주타월 63매 X 2롤,30,8067
P100294,FMC,스카트 THE 버블 수세미 베이지 50매,15,8667
P100295,FMC,스카트 THE 버블 수세미 베이지 50매 (EA),51,7173
P100296,FMC,스카트 THE 버블 수세미 브라운 30매 (EA),41,4244
P100297,FMC,스카트 THE 보송 습기제거제 3P (EA),23,6604
P100298,FMC,스카트 THE 보송 습기제거제 18P,9,24389
P100299,FMC,스카트 기름때전용 티슈 30매,62,6923
P100300,FMC,스카트 기름때전용 티슈 30매 (EA),62,4881
P100301,FMC,스카트 막대걸레 베이직 표준형,22,25300
P100302,FMC,스카트 막대걸레 베이직 표준형 (EA),19,21800
P100303,FMC,스카트 물걸레 청소포 올인원 표준형 25매,13,14423
P100304,FMC,스카트 물걸레 청소포 올인원 표준형 25매 (EA),19,11895
P100305,FMC,스카트 잘 닦이는 세정티슈 80매,39,5782
P100306,FMC,스카트 잘 닦이는 세정티슈 80매 (EA),33,5382
P100307,FMC,스카트 점착식 청소포 표준형 30매,7,7600
P100308,FMC,스카트 점착식 청소포 표준형 30매 (EA),9,8433
P100309,FMC,스카트 정전기청소포 프리미엄 표준형 30매,32,7088
P100310,FMC,스카트 정전기청소포 프리미엄 표준형 30매 (EA),15,4813
P100311,FMC,스카트 하루한장 양면수세미 설거지용 10매,436,5405
P100312,FMC,스카트 하루한장 양면수세미 설거지용 10매 (EA),48,3493
P100313,FMC,스카트 하루한장 일회용 양면수세미 설거지용 10매,65,4840
P100314,FMC,스카트 항균 3겹 빨아쓰는 위생행주 20매,112,9493
P100315,FMC,스카트 항균 3겹 빨아쓰는 위생행주 20매 (EA),7,7920
P100316,FMC,스카트 항균 3겹 위생행주 20매,71,10039
P100317,FMC,스카트 항균 빨아쓰는 행주타월 72매 (EA),11,4900
P100318,FMC,스카트 항균 클리어 핑크 빨아쓰는 행주타올 45매 x 2롤,2,10400
P100319,FMC,스카트 항균 클리어 핑크 빨아쓰는 행주타월 45매 x 2롤,81,14894
P100320,FMC,스카트 항균 클리어 핑크 빨아쓰는 행주타월 45매 x 2롤 (EA),22,8886
P100321,FMC,스카트 항균 클리어 핑크 행주타올 45매 x 2롤,25,14560
P100322,FMC,스카트 항균 클리어 핑크 행주타월  30매,45,10096
P100323,FMC,스카트 항균 클리어 핑크 행주타월  30매 (EA),17,7635
P100324,FMC,스카트 항균 프레쉬블루 빨아쓰는 행주타올 45매 X 4롤,86,13674
P100325,FMC,스카트 항균 프레쉬블루 빨아쓰는 행주타월 45매 X 4롤,445,13645
P100326,FMC,스카트 항균 프레쉬블루 빨아쓰는 행주타월 45매 X 4롤 (EA),87,12000
P100327,FMC,스카트 항균 프레쉬블루 행주타올 45매 X 4롤,247,13992
P100328,FMC,크리넥스 3겹 데코앤소프트 27m 30롤,799,23237
P100329,FMC,크리넥스 3겹 데코앤소프트 27m 30롤 X 2,196,42846
P100330,FMC,크리넥스 3겹 데코앤소프트 와이드 35m 12롤,201,14453
P100331,FMC,크리넥스 3겹 수프림 소프트 27m 12롤,384,13404
P100332,FMC,크리넥스 3겹 수프림 소프트 30m 30롤,145,30694
P100333,FMC,크리넥스 3겹 순수 소프트 27m 30롤,503,20215
P100334,FMC,크리넥스 3겹 순수 소프트 27m 30롤 X 2,192,38784
P100335,FMC,크리넥스 3겹 울트라클린 27m 30롤,359,24501
P100336,FMC,크리넥스 3겹 울트라클린 27m 30롤 X 2,31,41084
P100337,FMC,크리넥스 3겹 울트라클린 27m 30롤 X 2백,21,41695
P100338,FMC,크리넥스 3겹 천연펄프 데코&소프트 와이드 화장지 35m 12롤,115,15955
P100339,FMC,크리넥스 3겹 천연펄프 데코&소프트 와이드 화장지 35m 12롤 (EA),108,12630
P100340,FMC,크리넥스 3겹 천연펄프 데코&소프트 화장지 27m 30롤,248,25998
P100341,FMC,크리넥스 3겹 천연펄프 데코&소프트 화장지 27m 30롤 (EA),20,18900
P100342,FMC,크리넥스 3겹 천연펄프 데코&소프트 화장지 27m 30롤 X 2,92,45178
P100343,FMC,크리넥스 3겹 천연펄프 수프림소프트 화장지 27m 12롤,147,16147
P100344,FMC,크리넥스 3겹 천연펄프 수프림소프트 화장지 27m 12롤 (EA),18,11200
P100345,FMC,크리넥스 3겹 천연펄프 수프림소프트 화장지 30m 30롤,41,35949
P100346,FMC,크리넥스 3겹 천연펄프 수프림소프트 화장지 30m 30롤 (EA),11,27500
P100347,FMC,크리넥스 3겹 천연펄프 순수소프트 더퓨어 27m-30롤 (EA),15,16900
P100348,FMC,크리넥스 3겹 천연펄프 순수소프트 화장지 27m 30롤,108,24500
P100349,FMC,크리넥스 3겹 천연펄프 순수소프트 화장지 27m 30롤 (EA),23,17800
P100350,FMC,크리넥스 3겹 천연펄프 순수소프트 화장지 27m 30롤 X 2,161,39887
P100351,FMC,크리넥스 3겹 천연펄프 울트라클린 화장지 27m 30롤,125,25313
P100352,FMC,크리넥스 3겹 천연펄프 울트라클린 화장지 27m 30롤 (EA),43,17910
P100353,FMC,크리넥스 3겹 천연펄프 울트라클린 화장지 27m 30롤 X 2,67,41998
P100354,FMC,크리넥스 3겹 클린케어 메가롤 50m-12롤 (EA),72,12045
P100355,FMC,크리넥스 3겹 클린케어 메가롤 50m-30롤 (EA),1,31000
P100356,FMC,크리넥스 3겹 클린케어 메가롤 50m-30롤 X 2,3,55800
P100357,FMC,크리넥스 + 스카트 세트,4,45400
P100358,FMC,크리넥스 + 스카트 세트(2),36,45400
P100359,FMC,크리넥스 KF80 메이브리즈 황사마스크 대형 20P,7,11600
P100360,FMC,크리넥스 KF80 황사용마스크 대형 2P (EA),13,12000
P100361,FMC,크리넥스 KF94 데일리 방역 마스크 화이트 대형 17P,14,12900
P100362,FMC,크리넥스 KF94 데일리 방역 마스크 화이트 대형 17P (EA),4,11610
P100363,FMC,크리넥스 KF94 데일리방역마스크 블랙 대형 3P (EA),2,14850
P100364,FMC,크리넥스 KF94 방역용 마스크 베이직 대형 (1개입),360,9182
P100365,FMC,크리넥스 NEW 디럭스 미니_카카오 230매 X 6개입,746,12124
P100366,FMC,크리넥스 NEW 디럭스 미니_카카오 230매 X 6개입 (EA),60,8772
P100367,FMC,크리넥스 가습 촉촉 마스크 뉴 대형 2P,13,15000
P100368,FMC,크리넥스 가습 촉촉 마스크 뉴 대형 2P (EA),6,13500
P100369,FMC,크리넥스 가습촉촉 마스크 (2개입),47,9217
P100370,FMC,크리넥스 내추럴알로에로션 각티슈 150매 X 3개입,133,14065
P100371,FMC,크리넥스 내추럴알로에로션 각티슈 150매 X 3개입 (EA),11,11141
P100372,FMC,크리넥스 데일리 입체마스크 블랙 대형 20P,64,25988
P100373,FMC,크리넥스 데코앤소프트 클래식 27-30롤,739,25796
P100374,FMC,크리넥스 데코앤소프트 클래식 27-30롤 X 2,72,49872
P100375,FMC,크리넥스 도톰한 순수 3겹 35m-36롤,6,29517
P100376,FMC,크리넥스 디럭스 신수성 리미티드 250매X3개입,536,12300
P100377,FMC,크리넥스 마이비데 10매 x 3팩 (EA),17,4913
P100378,FMC,크리넥스 마이비데 46매 X 10팩,999,22577
P100379,FMC,크리넥스 마이비데 46매x8팩 + 용기,153,19800
P100380,FMC,크리넥스 마이비데 48매 X 9팩,2,17600
P100381,FMC,크리넥스 마이비데 for LADY 10매 X 2팩 (EA),17,2329
P100382,FMC,크리넥스 마이비데 for Lady 캡 42매 X 9팩,143,24364
P100383,FMC,크리넥스 마이비데 카카오프렌즈 포켓용 2매 X 30입 (EA),10,9801
P100384,FMC,크리넥스 마이비데 캡 64매 X 8팩,5,24840
P100385,FMC,크리넥스 마이비데 캡형 42매 X 9팩 카카오프렌즈,293,21116
P100386,FMC,크리넥스 마이비데 키즈 캡 42매 X 9팩,481,20835
P100387,FMC,크리넥스 마이비데 키즈 캡 42매 X 9팩 + 키즈용 화장지 3겹 27m 8롤,6,23910
P100388,FMC,크리넥스 마이비데 키즈 캡 60매 X 3팩 (EA),4,9360
P100389,FMC,크리넥스 메이브리즈 황사마스크 대형 (1개입),26,7192
P100390,FMC,크리넥스 메이브리즈 황사마스크 소형 (1개입),20,7810
P100391,FMC,크리넥스 메이브리즈 황사마스크 중형 (1개입),21,6914
P100392,FMC,크리넥스 버블버블 핸드워시 그린향 거품펌프형 250ml + 용기형리필 250ml X 2,53,19758
P100393,FMC,크리넥스 버블버블 핸드워시 그린향 거품펌프형 250ml + 용기형리필 250ml X 2 (EA),20,13750
P100394,FMC,크리넥스 버블버블 핸드워시 그린향 용기 250ml + 리필 250ml x 2,3,15400
P100395,FMC,크리넥스 버블버블 핸드워시 그린향 용기 250ml + 용기형 리필 250ml x 2,191,18141
P100396,FMC,크리넥스 버블버블 핸드워시 상큼향 거품펌프형 250ml + 용기형리필 250ml X 2,80,21945
P100397,FMC,크리넥스 버블버블 핸드워시 상큼향 거품펌프형 250ml + 용기형리필 250ml X 2 (EA),21,13095
P100398,FMC,크리넥스 버블버블 핸드워시 상큼향 용기 250ml + 리필 250ml x 2,2,23100
P100399,FMC,크리넥스 버블버블 핸드워시 상큼향 용기 250ml + 용기형 리필 250ml x 2,180,23956
P100400,FMC,크리넥스 베이비 입체 마스크 (3개입),521,8112
P100401,FMC,크리넥스 보습에센스로션 150매X3개입,6,14800
P100402,FMC,크리넥스 보습에센스로션 미용티슈 150매X3개입,269,13122
P100403,FMC,크리넥스 보습에센스로션 미용티슈 150매X3개입 (EA),6,8433
P100404,FMC,크리넥스 비말차단용 스타일마스크 화이트 엠보 소형 3P (EA),280,14215
P100405,FMC,크리넥스 뽑아쓰는 키친타올 140매 X 4입,229,13607
P100406,FMC,크리넥스 뽑아쓰는 키친타월 140매 X 4입,384,16486
P100407,FMC,크리넥스 뽑아쓰는 키친타월 140매 X 4입 (EA),4,13320
P100408,FMC,크리넥스 뽑아쓰는 키친타월 펭수에디션 140매 X 4입,42,17024
P100409,FMC,크리넥스 뽑아쓰는 키친타월 펭수에디션 140매 X 4입 (EA),55,13827
P100410,FMC,크리넥스 수앤수 코튼클린 오리지널 캡형 88매 X 3,41,11071
P100411,FMC,크리넥스 수앤수 코튼클린 오리지널 캡형 88매 X 3 (EA),16,8775
P100412,FMC,크리넥스 수앤수 코튼클린 플러스 캡형 72매 X 3,24,9875
P100413,FMC,크리넥스 수앤수 코튼클린 플러스 캡형 72매 X 3 (EA),9,10400
P100414,FMC,크리넥스 수프림 소프트 27m 30롤,219,26500
P100415,FMC,크리넥스 순수 3겹 소프트 27m-30롤,1074,19343
P100416,FMC,크리넥스 순수 3겹 소프트 27m-30롤 X 2,271,41288
P100417,FMC,크리넥스 스타일 마스크 블랙 대형 3P,6,14500
P100418,FMC,크리넥스 스타일 마스크 블랙 대형 3P (EA),6,13500
P100419,FMC,크리넥스 스타일마스크 그레이 대형 3P,54,6602
P100420,FMC,크리넥스 스타일마스크 그레이 대형 3P (EA),8,13500
P100421,FMC,크리넥스 스타일마스크 네이비 대형 3P,30,7233
P100422,FMC,크리넥스 스타일마스크 버건디 대형 3P,11,10427
P100423,FMC,크리넥스 스타일마스크 블랙 대형 3P (EA),8,12825
P100424,FMC,크리넥스 스타일마스크 블랙 어린이용 3P,17,16235
P100425,FMC,크리넥스 스타일마스크 블랙 중형 3P,63,7922
P100426,FMC,크리넥스 스타일마스크 어린이용 블랙 3P (EA),82,13204
P100427,FMC,크리넥스 실크소프트 250매 X 3개입,44,13959
P100428,FMC,크리넥스 실크소프트 250매 X 3개입 (EA),60,11100
P100429,FMC,크리넥스 실크소프트 250매X3개입 + 60매(보너스),407,11964
P100430,FMC,크리넥스 안심 손소독제겔 250ml,125,12590
P100431,FMC,크리넥스 안심 손소독제겔 250ml (EA),3,7480
P100432,FMC,크리넥스 안심 슈퍼 프리미엄 파워 3겹 키친타올 55매 X 2롤,50,4345
P100433,FMC,크리넥스 안심 클래식 키친타올 120매 X 4롤,816,11153
P100434,FMC,크리넥스 안심 클래식 키친타올 140매 X 12롤,383,11546
P100435,FMC,크리넥스 안심 클래식 키친타월 140매 X 12롤,1029,13631
P100436,FMC,크리넥스 안심 클래식 키친타월 140매 X 12롤 (EA),188,11549
P100437,FMC,크리넥스 안심 키친타월 120매 X 4롤,93,6872
P100438,FMC,크리넥스 안심 키친타월 120매 X 4롤 (EA),67,5267
P100439,FMC,크리넥스 안심 프리미엄 3겹 키친타올 140매 X 4롤,108,10908
P100440,FMC,크리넥스 안심 프리미엄 3겹 키친타월 140매 X 4롤,384,11811
P100441,FMC,크리넥스 안심 프리미엄 3겹 키친타월 140매 X 4롤 (EA),56,8132
P100442,FMC,크리넥스 안심물티슈 포켓용 2매 X 30입 (EA),12,9653
P100443,FMC,크리넥스 여행용 호호바수딩로션 펭수 50매 (컬러랜덤발송) (EA),35,1003
P100444,FMC,크리넥스 여행용티슈 대한민국 70매 (랜덤발송) (EA),74,993
P100445,FMC,크리넥스 여행용티슈 대한민국 70매 X 8 (랜덤발송),8,0
P100446,FMC,크리넥스 여행용티슈 카카오프렌즈 70매 X 3개입,1179,3635
P100447,FMC,크리넥스 여행용티슈 카카오프렌즈 70매 X 3개입 (EA),90,2745
P100448,FMC,크리넥스 카카오 프렌즈 건강 마스크 어린이용 (5개입),142,7589
P100449,FMC,크리넥스 카카오 프렌즈 건강 마스크 어린이용 (5개입) (EA),21,10041
P100450,FMC,크리넥스 카카오 프렌즈 입체 마스크 성인용(3개입),52,7615
P100451,FMC,크리넥스 카카오 프렌즈 입체 마스크 어린이용 (3개입),205,8242
P100452,FMC,크리넥스 카카오 프렌즈 입체 마스크 어린이용 (3개입) (EA),97,10430
P100453,FMC,크리넥스 카카오 프렌즈 입체마스크 3D 베이비용 (3개입),3,12000
P100454,FMC,크리넥스 카카오 프렌즈 입체마스크 3D 어린이 (3개입),21,11771
P100455,FMC,크리넥스 카카오프렌즈 입체마스크 3D 성인용 3P,7,12000
P100456,FMC,크리넥스 카카오프렌즈 입체마스크 3D 성인용 3P (EA),1,10800
P100457,FMC,크리넥스 칼로리라이트 키친타월 55매 X 3롤,128,8016
P100458,FMC,크리넥스 칼로리라이트 키친타월 55매 X 3롤 (EA),15,6996
P100459,FMC,크리넥스 코편한 티슈 60매,81,4427
P100460,FMC,크리넥스 코편한티슈 60매,105,4505
P100461,FMC,크리넥스 코편한티슈 60매 (EA),20,4418
P100462,FMC,크리넥스 콧물전용 물티슈 20매,185,4186
P100463,FMC,크리넥스 콧물전용 물티슈 20매 (EA),13,2733
P100464,FMC,크리넥스 클래식 180매 X 8개입,635,13744
P100465,FMC,크리넥스 클래식 180매 X 8개입 (EA),80,10030
P100466,FMC,크리넥스 키즈용화장지 27m 8롤 + 마이비데 키즈캡 42매 x 4개,10,13770
P100467,FMC,크리넥스 프렌즈 버블핸드워시 그린향 200ml 리필,29,6362
P100468,FMC,크리넥스 프렌즈 버블핸드워시 그린향 250ml 용기,46,9450
P100469,FMC,크리넥스 프렌즈 버블핸드워시 상큼향 200ml 리필,76,6474
P100470,FMC,크리넥스 프렌즈 버블핸드워시 상큼향 250ml 용기,124,9653
P100471,FMC,크리넥스 프렌즈 버블핸드워시 스윗향 200ml 리필,29,7210
P100472,FMC,크리넥스 프렌즈 버블핸드워시 스윗향 250ml 용기,11,8018
P100473,FMC,크리넥스 호호바수딩로션 펭수 180매 X 3개입 (EA),7,8900
P100474,FMC,크리넥스 호호바수딩로션 펭수 180매 X 6개입 (EA),8,17000
P100475,FMC,크리넥스 황사마스크 뉴디자인플러스 대형 3P,209,11866
P100476,FMC,크리넥스 황사마스크 뉴디자인플러스 소형 3P,309,16037
P100477,FMC,크리넥스 황사용 마스크 플러스 대형10P,222,19871
P100478,FMC,크리넥스/스카트 세트,54,38100
P100479,FMC,크리넥스？키즈용？화장지？3겹？27m 8롤,450,8864
P100480,SKC,[2018년 신제품]그린핑거 인텐시브 투명 선밤 15g,10,19600
P100481,SKC,[2018년 신제품]그린핑거 퓨어 클렌징 워터 200ml,5,19642
P100482,SKC,[2020년 3월 신제품] 그린핑거 손 소독제 겔 350 ml,26,15166
P100483,SKC,[2020년 3월 신제품] 그린핑거 손 소독제 겔 350 ml (EA),6,13987
P100484,SKC,[2020년 3월 신제품] 그린핑거 자두야에디션 손 소독제 겔 350ml,20,17172
P100485,SKC,그린핑거 내추럴 수딩 젤로션100ml (애프터 선),14,6789
P100486,SKC,그린핑거 내추럴 수딩젤로션 100ml,49,11516
P100487,SKC,그린핑거 내추럴 수딩젤로션 100ml (EA),17,11414
P100488,SKC,그린핑거 내추럴 수딩젤로션 120ml,60,15470
P100489,SKC,그린핑거 내추럴 수딩젤로션 120ml (EA),8,9371
P100490,SKC,그린핑거 네이처메이드 베이비 로션 230ml,103,26117
P100491,SKC,그린핑거 네이처메이드 베이비 로션 230ml (EA),16,22050
P100492,SKC,그린핑거 네이처메이드 베이비 샴푸&워시 230ml,322,22683
P100493,SKC,그린핑거 네이처메이드 베이비 샴푸&워시 230ml (EA),20,20750
P100494,SKC,그린핑거 네이처메이드 베이비 크림 95g,34,21012
P100495,SKC,그린핑거 네이처메이드 베이비 크림 95g (EA),2,18800
P100496,SKC,그린핑거 마이키즈 + 자두야에디션 세트,16,46410
P100497,SKC,그린핑거 마이키즈 + 힘센보습 세트,14,46740
P100498,SKC,그린핑거 마이키즈 거품샴푸 320ml,8,20680
P100499,SKC,그린핑거 마이키즈 거품워시 320ml,8,21150
P100500,SKC,그린핑거 마이키즈 로션 260ml,60,19564
P100501,SKC,그린핑거 마이키즈 로션 260ml (EA),3,14470
P100502,SKC,그린핑거 마이키즈 로션 260ml + 워시 320ml,16,35010
P100503,SKC,그린핑거 마이키즈 로션 330ml(대용량) + 워시 500ml(대용량),13,42300
P100504,SKC,그린핑거 마이키즈 로션 대용량 330ml,92,26127
P100505,SKC,그린핑거 마이키즈 로션 대용량 330ml (EA),33,9987
P100506,SKC,그린핑거 마이키즈 로션 프레쉬 320ml,6,28817
P100507,SKC,그린핑거 마이키즈 로션 프레쉬 대용량 1000ml,8,19900
P100508,SKC,그린핑거 마이키즈 로션프레쉬 1000ml,6,21667
P100509,SKC,그린핑거 마이키즈 샴푸 320ml,73,16276
P100510,SKC,그린핑거 마이키즈 샴푸 320ml (EA),3,10520
P100511,SKC,그린핑거 마이키즈 샴푸 320ml + 훼이셜솝 160ml,3,30040
P100512,SKC,그린핑거 마이키즈 샴푸 대용량 500ml,169,23964
P100513,SKC,그린핑거 마이키즈 샴푸 대용량 500ml (EA),7,22500
P100514,SKC,그린핑거 마이키즈 샴푸 프레쉬 대용량 1000ml,3,19900
P100515,SKC,그린핑거 마이키즈 샴푸 프레쉬 대용량 1000ml (EA),4,17900
P100516,SKC,그린핑거 마이키즈 세트,6,48980
P100517,SKC,그린핑거 마이키즈 얼굴로션 160ml,206,16529
P100518,SKC,그린핑거 마이키즈 얼굴로션 160ml (EA),1,10500
